"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-07",,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-08",,,,,,,,,"3.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-09",,,,,,,,,"4.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-10",,,,,,,,,"9.7",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-11",,,,,,,,,"21.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-14",,,,,,,,,"1.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-15",,,,,,,,,"4.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-16",,,,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-17",,,,,,,,,"6.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-18",,,,,,,,,"2.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0019","WEST CALDWELL TWP 1.3 NE, NJ US","40.8615","-74.2775","81.4","2025-06-19",,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-08",,,,,,,,,"13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-09",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-10",,,,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-11",,,,,,,,,"7.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-13",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-14",,,,,,,,,"4.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-15",,,,,,,,,"21.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-16",,,,,,,,,"2.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-17",,,,,,,,,"1.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-18",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2025-06-19",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-01","3.0",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","10.0",",,W",,,"  250",",,W","  230",",,W",,,,,"6.7",",,W","11.6",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-02","1.0",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","11.7",",,W",,,"  220",",,W","  240",",,W",,,,,"4.5",",,W","8.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-03","0.8",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","13.3",",,W",,,"  220",",,W","  130",",,W",,,,,"3.6",",,W","7.6",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-04","1.5",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","16.7",",,W",,,"  140",",,W","  110",",,W",,,,,"4.5",",,W","8.5",",,W",,,,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-05","1.9",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","21.1",",,W",,,"  240",",,W","  240",",,W",,,,,"5.4",",,W","8.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-06","1.4",",,W",,,,,,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","21.7",",,W",,,"  240",",,W","  230",",,W",,,,,"4.5",",,W","8.9",",,W",,,,,"    1",",,W",,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-07","1.3",",,W",,,,,,,"17.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","18.9",",,W",,,"  330",",,W","  320",",,W",,,,,"5.8",",,W","9.4",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-08","3.0",",,W",,,,,,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","17.2",",,W",,,"   90",",,W","  120",",,W",,,,,"5.8",",,W","9.8",",,W",,,,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-09","2.2",",,W",,,,,,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","16.7",",,W",,,"   70",",,W","   80",",,W",,,,,"6.3",",,W","9.8",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-10","1.1",",,W",,,,,,,"10.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","16.7",",,W",,,"   80",",,W","   60",",,W",,,,,"5.4",",,W","6.7",",,W","    1",",,W","    1",",,W","    1",",,W",,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-11","1.4",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","18.3",",,W",,,"  260",",,W","  270",",,W",,,,,"5.4",",,W","9.8",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-12","1.7",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","21.1",",,W",,,"  230",",,W","  230",",,W",,,,,"5.8",",,W","9.4",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-13","2.1",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.6",",,W","19.4",",,W",,,"   50",",,W","   50",",,W",,,,,"5.4",",,W","8.1",",,W",,,,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-14","3.5",",,W",,,,,,,"5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","15.0",",,W",,,"   60",",,W","   70",",,W",,,,,"7.2",",,W","11.2",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-15","2.0",",,W",,,,,,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","15.0",",,W",,,"   60",",,W","   50",",,W",,,,,"5.4",",,W","8.9",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-16","2.8",",,W",,,,,,,"3.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","15.6",",,W",,,"   70",",,W","   80",",,W",,,,,"5.8",",,W","9.8",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-17","1.4",",,W",,,,,,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","16.7",",,W",,,"  130",",,W","  130",",,W",,,,,"3.1",",,W","5.4",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-18","0.7",",,W",,,,,,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","18.3",",,W",,,"  130",",,W","  180",",,W",,,,,"3.1",",,W","6.7",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2025-06-19","1.8",",,W",,,,,,,"16.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","21.1",",,W",,,"  240",",,W","  240",",,W",,,,,"5.4",",,W","10.7",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-01",,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-08",,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-09",,,,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-10",,,,,,,,,"2.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-18",,,"    8",",,N","42.9",",,N",,,,,,,"0.0",",,N",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,
"US1NJES0018","MAPLEWOOD TWP 0.9 SE, NJ US","40.724466","-74.259542","72.5","2025-06-19",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0003","LINDEN 2.2 NW, NJ US","40.64121","-74.272595","19.8","2025-06-01",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0003","LINDEN 2.2 NW, NJ US","40.64121","-74.272595","19.8","2025-06-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
