"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-02","1.5",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","7.8",",,W",,,"  350",",,W","  200",",,W",,,,,"4.5",",,W","5.8",",,W",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-03","3.9",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","14.4",",,W",,,"  190",",,W","  230",",,W",,,,,"7.6",",,W","10.7",",,W",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-04","4.1",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","18.9",",,W",,,"  180",",,W","  200",",,W",,,,,"8.1",",,W","11.6",",,W",,,,,,,,,"    1",",,W"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-05","2.5",",,W",,,,,,,"4.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","20.0",",,W",,,"  290",",,W","  290",",,W",,,,,"6.3",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-06","2.8",",,W",,,,,,,"4.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","18.9",",,W",,,"  300",",,W","  290",",,W",,,,,"8.1",",,W","12.5",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-07","1.8",",,W",,,,,,,"6.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","18.9",",,W",,,"  350",",,W","  330",",,W",,,,,"4.5",",,W","6.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-08","3.6",",,W",,,,,,,"4.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","17.8",",,W",,,"  300",",,W","  300",",,W",,,,,"10.3",",,W","13.4",",,W","    1",",,W",,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-09","3.7",",,W",,,,,,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","17.2",",,W",,,"  200",",,W","  190",",,W",,,,,"8.1",",,W","13.0",",,W",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-10","2.5",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","14.4",",,W",,,"  280",",,W","  230",",,W",,,,,"8.1",",,W","11.6",",,W","    1",",,W",,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-11","1.9",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","13.9",",,W",,,"  210",",,W","  210",",,W",,,,,"5.4",",,W","7.2",",,W",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-12","1.3",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","16.1",",,W",,,"  230",",,W","  200",",,W",,,,,"4.0",",,W","5.8",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-13","2.6",",,W",,,,,,,"3.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","21.1",",,W",,,"  170",",,W","  140",",,W",,,,,"5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-14","2.8",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","20.0",",,W",,,"  180",",,W","  170",",,W",,,,,"6.3",",,W","7.6",",,W",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-15","3.0",",,W",,,,,,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","21.1",",,W",,,"  340",",,W","  340",",,W",,,,,"7.2",",,W","11.2",",,W","    1",",,W",,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-16","1.7",",,W",,,,,,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","20.6",",,W",,,"  310",",,W","  350",",,W",,,,,"4.0",",,W","5.4",",,W",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-17","2.9",",,W",,,,,,,"14.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","21.1",",,W",,,"  290",",,W","  300",",,W",,,,,"8.1",",,W","10.3",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","39.04443","-84.67241","262.4","2025-06-18","4.7",",,W",,,,,,,"21.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","19.4",",,W",,,"  270",",,W","  270",",,W",,,,,"17.4",",,W","27.7",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-06",,,,,,,,,"6.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-07",,,,,,,,,"51.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-08",,,,,,,,,"2.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-09",,,,,,,,,"4.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-10",,,,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-13",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-14",,,,,,,,,"6.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-15",,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-16",,,,,,,,,"4.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-17",,,,,,,,,"2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHCM0018","WITHAMSVILLE 1.4 NW, OH US","39.07155","-84.29","279.8","2025-06-18",,,,,,,,,"2.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-06",,,,,,,,,"4.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-07",,,,,,,,,"7.9",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-08",,,,,,,,,"3.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-09",,,,,,,,,"5.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-10",,,,,,,,,"2.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-14",,,,,,,,,"4.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-17",,,,,,,,,"5.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHWR0051","MASON 2.6 SSW, OH US","39.3258427","-84.3278586","274.6","2025-06-18",,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-06",,,,,,,,,"1.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-07",,,,,,,,,"51.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-08",,,,,,,,,"17.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-09",,,,,,,,,"2.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-10",,,,,,,,,"2.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-14",,,"    2",",,N","5.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-15",,,,,,,,,"11.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-16",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-17",,,,,,,,,"5.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0096","NORTHBROOK 1.1 ENE, OH US","39.253901","-84.559518","251.8","2025-06-18",,,,,,,,,"2.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-01",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-02",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-03",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-04",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-05",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-06",,,,,,,,,"5.3",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-07",,,,,,,,,"17.8",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-08",,,,,,,,,"18.8",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-09",,,,,,,,,"9.1",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-10",,,,,,,,,"0.3",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-11",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1OHHM0075","CLEVES 0.7 NNE, OH US","39.1715","-84.7446","203.3","2025-06-12",,,,,,,,,"0.0",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
