"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00401663","CHEATHAM LOCK AND DAM, TN US","36.3211","-87.2218","119.5","2026-04-22",,,,,,,"0.0",",,H,0600",,,,,,,"26.7",",,H","8.3",",,H","8.3",",,H,0600",,,,,,,,,,,,
"USC00401663","CHEATHAM LOCK AND DAM, TN US","36.3211","-87.2218","119.5","2026-04-23",,,,,,,"0.0",",,H,0600","0.0",",,H","0.0",",,H",,,"27.2",",,H","8.3",",,H","11.7",",,H,0600",,,,,,,,,,,,
"USC00401663","CHEATHAM LOCK AND DAM, TN US","36.3211","-87.2218","119.5","2026-04-24",,,,,,,"0.0",",,H,0600",,,,,,,"28.3",",,H","11.7",",,H","14.4",",,H,0600",,,,,,,,,,,,
"USC00401663","CHEATHAM LOCK AND DAM, TN US","36.3211","-87.2218","119.5","2026-04-25",,,,,,,"3.3",",,H,0600","0.0",",,H","0.0",",,H",,,"25.6",",,H","14.4",",,H","16.1",",,H,0600",,,,,,,,,,,,
"USC00401663","CHEATHAM LOCK AND DAM, TN US","36.3211","-87.2218","119.5","2026-04-26",,,,,,,"0.0",",,H,0600","0.0",",,H","0.0",",,H",,,"27.2",",,H","11.7",",,H","12.2",",,H,0600",,,,,,,,,,,,
"USC00401663","CHEATHAM LOCK AND DAM, TN US","36.3211","-87.2218","119.5","2026-04-29",,,,,,,"38.1",",,H,0600",,,,,,,"27.2",",,H","16.7",",,H","17.2",",,H,0600",,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-01",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-02",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-03",,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-04",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-05",,,,,,,"18.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-06",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-07",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-08",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-09",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-10",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-11",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-12",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-13",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-14",,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-15",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-16",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-17",,,,,,,"18.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-18",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-19",,,,,,,"4.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-20",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-21",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-22",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-23",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-24",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-25",,,,,,,"1.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-26",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-27",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-28",,,,,,,"21.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-29",,,,,,,"40.9",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDC0037","CHARLOTTE 2.9 NNW, TN US","36.224356","-87.3628","173.1","2026-04-30",,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-05",,,"    9",",,N","17.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-06",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-07",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-08",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-09",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-10",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-11",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-12",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-13",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-15",,,"    2",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-16",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-17",,,,,,,"6.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-18",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-19",,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-20",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-21",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-22",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-23",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-24",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-25",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-26",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-27",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-28",,,,,,,"15.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-29",,,,,,,"21.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNWL0083","FAIRVIEW 1.8 W, TN US","35.9825","-87.15638889","231.3","2026-04-30",,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-01",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-02",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-03",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-04",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-05",,,,,,,"29.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-06",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-07",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-08",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-09",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-10",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-11",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-12",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-13",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-14",,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-15",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-16",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-17",,,,,,,"8.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-18",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-19",,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-20",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-21",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-22",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-23",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1TNRD0135","SMYRNA 1.8 S, TN US","35.956229","-86.518016","164.6","2026-04-24",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
