"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","SX32","SX32_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-14",,,,,,,,,,,,,,,"6.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-15",,,,,,,,,,,,,,,"8.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-16",,,,,,,,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-17",,,,,,,,,,,,,,,"13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-18",,,,,,,,,,,,,,,"13.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-19",,,,,,,,,,,,,,,"6.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-20",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-21",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-22",,,,,,,,,,,,,,,"15.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-23",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-24",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-25",,,,,,,,,,,,,,,"11.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-26",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-27",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-28",,,,,,,,,,,,,,,"8.9",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-29",,,,,,,,,,,,,,,"16.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-06-30",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-01",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-02",,,,,,,,,,,,,,,"21.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-03",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-04",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-05",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-07",,,,,,,,,,,,,,,"8.9",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-08",,,,,,,,,,,,,,,"40.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-09",,,,,,,,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-10",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-11",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-12",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-13",,,,,,,,,,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-14",,,,,,,,,,,,,,,"3.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-15",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-16",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-17",,,,,,,,,,,,,,,"16.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-18",,,,,,,,,,,,,,,"4.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-19",,,,,,,,,,,,,,,"12.7",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-20",,,,,,,,,,,,,,,"5.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-21",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-22",,,,,,,,,,,,,,,"3.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-23",,,,,,,,,,,,,,,"2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-24",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-25",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-26",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-27",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-28",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-29",,,,,,,,,,,,,,,"1.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-30",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-07-31",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-01",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-02",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-03",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-04",,,,,,,,,,,,,,,"2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-05",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-06",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-07",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-08",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-09",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-10",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-11",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-12",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-13",,,,,,,,,,,,,,,"53.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-14",,,,,,,,,,,,,,,"5.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-15",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-16",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-17",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-18",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-19",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-20",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-21",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-22",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-23",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-24",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-25",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-26",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-27",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-28",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-29",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-30",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-08-31",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-01",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-02",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-03",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-04",,,,,,,,,,,,,,,"2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-05",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-06",,,,,,,,,,,,,,,"15.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-07",,,,,,,,,,,,,,,"3.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-08",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-09",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0196","NASHVILLE 2.7 ENE, TN US","36.1753","-86.7369","150.9","2025-09-10",,,,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
